fileID,instrumentSetting,playStyle,midi,string,fret,fxGroup,fxType,fxSetting,fileTag
G93-73609-4413-39309,9,3,73,6,09,4,41,3,39309
G93-74610-4413-39310,9,3,74,6,10,4,41,3,39310
G93-75611-4413-39311,9,3,75,6,11,4,41,3,39311
G93-76612-4413-39312,9,3,76,6,12,4,41,3,39312
G61-40100-1121-26833,6,1,40,1,00,1,12,1,26833
G61-41101-1121-26834,6,1,41,1,01,1,12,1,26834
G61-42102-1121-26835,6,1,42,1,02,1,12,1,26835
G61-43103-1121-26836,6,1,43,1,03,1,12,1,26836
G61-44104-1121-26837,6,1,44,1,04,1,12,1,26837
G61-45105-1121-26838,6,1,45,1,05,1,12,1,26838
G61-46106-1121-26839,6,1,46,1,06,1,12,1,26839
G61-47107-1121-26840,6,1,47,1,07,1,12,1,26840
G61-48108-1121-26841,6,1,48,1,08,1,12,1,26841
G61-49109-1121-26842,6,1,49,1,09,1,12,1,26842
G61-50110-1121-26843,6,1,50,1,10,1,12,1,26843
G61-51111-1121-26844,6,1,51,1,11,1,12,1,26844
G61-52112-1121-26845,6,1,52,1,12,1,12,1,26845
G61-45200-1121-26846,6,1,45,2,00,1,12,1,26846
G61-46201-1121-26847,6,1,46,2,01,1,12,1,26847
G61-47202-1121-26848,6,1,47,2,02,1,12,1,26848
G61-48203-1121-26849,6,1,48,2,03,1,12,1,26849
G61-49204-1121-26850,6,1,49,2,04,1,12,1,26850
G61-50205-1121-26851,6,1,50,2,05,1,12,1,26851
G61-51206-1121-26852,6,1,51,2,06,1,12,1,26852
G61-52207-1121-26853,6,1,52,2,07,1,12,1,26853
G61-53208-1121-26854,6,1,53,2,08,1,12,1,26854
G61-54209-1121-26855,6,1,54,2,09,1,12,1,26855
G61-55210-1121-26856,6,1,55,2,10,1,12,1,26856
G61-56211-1121-26857,6,1,56,2,11,1,12,1,26857
G61-57212-1121-26858,6,1,57,2,12,1,12,1,26858
G61-50300-1121-26859,6,1,50,3,00,1,12,1,26859
G61-51301-1121-26860,6,1,51,3,01,1,12,1,26860
G61-52302-1121-26861,6,1,52,3,02,1,12,1,26861
G61-53303-1121-26862,6,1,53,3,03,1,12,1,26862
G61-54304-1121-26863,6,1,54,3,04,1,12,1,26863
G61-55305-1121-26864,6,1,55,3,05,1,12,1,26864
G61-56306-1121-26865,6,1,56,3,06,1,12,1,26865
G61-57307-1121-26866,6,1,57,3,07,1,12,1,26866
G61-58308-1121-26867,6,1,58,3,08,1,12,1,26867
G61-59309-1121-26868,6,1,59,3,09,1,12,1,26868
G61-60310-1121-26869,6,1,60,3,10,1,12,1,26869
G61-61311-1121-26870,6,1,61,3,11,1,12,1,26870
G61-62312-1121-26871,6,1,62,3,12,1,12,1,26871
G61-55400-1121-26872,6,1,55,4,00,1,12,1,26872
G61-56401-1121-26873,6,1,56,4,01,1,12,1,26873
G61-57402-1121-26874,6,1,57,4,02,1,12,1,26874
G61-58403-1121-26875,6,1,58,4,03,1,12,1,26875
G61-59404-1121-26876,6,1,59,4,04,1,12,1,26876
G61-60405-1121-26877,6,1,60,4,05,1,12,1,26877
G61-61406-1121-26878,6,1,61,4,06,1,12,1,26878
G61-62407-1121-26879,6,1,62,4,07,1,12,1,26879
G61-63408-1121-26880,6,1,63,4,08,1,12,1,26880
G61-64409-1121-26881,6,1,64,4,09,1,12,1,26881
G61-65410-1121-26882,6,1,65,4,10,1,12,1,26882
G61-66411-1121-26883,6,1,66,4,11,1,12,1,26883
G61-67412-1121-26884,6,1,67,4,12,1,12,1,26884
G61-59500-1121-26885,6,1,59,5,00,1,12,1,26885
G61-60501-1121-26886,6,1,60,5,01,1,12,1,26886
G61-61502-1121-26887,6,1,61,5,02,1,12,1,26887
G61-62503-1121-26888,6,1,62,5,03,1,12,1,26888
G61-63504-1121-26889,6,1,63,5,04,1,12,1,26889
G61-64505-1121-26890,6,1,64,5,05,1,12,1,26890
G61-65506-1121-26891,6,1,65,5,06,1,12,1,26891
G61-66507-1121-26892,6,1,66,5,07,1,12,1,26892
G61-67508-1121-26893,6,1,67,5,08,1,12,1,26893
G61-68509-1121-26894,6,1,68,5,09,1,12,1,26894
G61-69510-1121-26895,6,1,69,5,10,1,12,1,26895
G61-70511-1121-26896,6,1,70,5,11,1,12,1,26896
G61-71512-1121-26897,6,1,71,5,12,1,12,1,26897
G61-64600-1121-26898,6,1,64,6,00,1,12,1,26898
G61-65601-1121-26899,6,1,65,6,01,1,12,1,26899
G61-66602-1121-26900,6,1,66,6,02,1,12,1,26900
G61-67603-1121-26901,6,1,67,6,03,1,12,1,26901
G61-68604-1121-26902,6,1,68,6,04,1,12,1,26902
G61-69605-1121-26903,6,1,69,6,05,1,12,1,26903
G61-70606-1121-26904,6,1,70,6,06,1,12,1,26904
G61-71607-1121-26905,6,1,71,6,07,1,12,1,26905
G61-72608-1121-26906,6,1,72,6,08,1,12,1,26906
G61-73609-1121-26907,6,1,73,6,09,1,12,1,26907
G61-74610-1121-26908,6,1,74,6,10,1,12,1,26908
G61-75611-1121-26909,6,1,75,6,11,1,12,1,26909
G61-76612-1121-26910,6,1,76,6,12,1,12,1,26910
G61-40100-1122-27457,6,1,40,1,00,1,12,2,27457
G61-41101-1122-27458,6,1,41,1,01,1,12,2,27458
G61-42102-1122-27459,6,1,42,1,02,1,12,2,27459
G61-43103-1122-27460,6,1,43,1,03,1,12,2,27460
G61-44104-1122-27461,6,1,44,1,04,1,12,2,27461
G61-45105-1122-27462,6,1,45,1,05,1,12,2,27462
G61-46106-1122-27463,6,1,46,1,06,1,12,2,27463
G61-47107-1122-27464,6,1,47,1,07,1,12,2,27464
G61-48108-1122-27465,6,1,48,1,08,1,12,2,27465
G61-49109-1122-27466,6,1,49,1,09,1,12,2,27466
G61-50110-1122-27467,6,1,50,1,10,1,12,2,27467
G61-51111-1122-27468,6,1,51,1,11,1,12,2,27468
G61-52112-1122-27469,6,1,52,1,12,1,12,2,27469
G61-45200-1122-27470,6,1,45,2,00,1,12,2,27470
G61-46201-1122-27471,6,1,46,2,01,1,12,2,27471
G61-47202-1122-27472,6,1,47,2,02,1,12,2,27472
G61-48203-1122-27473,6,1,48,2,03,1,12,2,27473
G61-49204-1122-27474,6,1,49,2,04,1,12,2,27474
G61-50205-1122-27475,6,1,50,2,05,1,12,2,27475
G61-51206-1122-27476,6,1,51,2,06,1,12,2,27476
G61-52207-1122-27477,6,1,52,2,07,1,12,2,27477
G61-53208-1122-27478,6,1,53,2,08,1,12,2,27478
G61-54209-1122-27479,6,1,54,2,09,1,12,2,27479
G61-55210-1122-27480,6,1,55,2,10,1,12,2,27480
G61-56211-1122-27481,6,1,56,2,11,1,12,2,27481
G61-57212-1122-27482,6,1,57,2,12,1,12,2,27482
G61-50300-1122-27483,6,1,50,3,00,1,12,2,27483
G61-51301-1122-27484,6,1,51,3,01,1,12,2,27484
G61-52302-1122-27485,6,1,52,3,02,1,12,2,27485
G61-53303-1122-27486,6,1,53,3,03,1,12,2,27486
G61-54304-1122-27487,6,1,54,3,04,1,12,2,27487
G61-55305-1122-27488,6,1,55,3,05,1,12,2,27488
G61-56306-1122-27489,6,1,56,3,06,1,12,2,27489
G61-57307-1122-27490,6,1,57,3,07,1,12,2,27490
G61-58308-1122-27491,6,1,58,3,08,1,12,2,27491
G61-59309-1122-27492,6,1,59,3,09,1,12,2,27492
G61-60310-1122-27493,6,1,60,3,10,1,12,2,27493
G61-61311-1122-27494,6,1,61,3,11,1,12,2,27494
G61-62312-1122-27495,6,1,62,3,12,1,12,2,27495
G61-55400-1122-27496,6,1,55,4,00,1,12,2,27496
G61-56401-1122-27497,6,1,56,4,01,1,12,2,27497
G61-57402-1122-27498,6,1,57,4,02,1,12,2,27498
G61-58403-1122-27499,6,1,58,4,03,1,12,2,27499
G61-59404-1122-27500,6,1,59,4,04,1,12,2,27500
G61-60405-1122-27501,6,1,60,4,05,1,12,2,27501
G61-61406-1122-27502,6,1,61,4,06,1,12,2,27502
G61-62407-1122-27503,6,1,62,4,07,1,12,2,27503
G61-63408-1122-27504,6,1,63,4,08,1,12,2,27504
G61-64409-1122-27505,6,1,64,4,09,1,12,2,27505
G61-65410-1122-27506,6,1,65,4,10,1,12,2,27506
G61-66411-1122-27507,6,1,66,4,11,1,12,2,27507
G61-67412-1122-27508,6,1,67,4,12,1,12,2,27508
G61-59500-1122-27509,6,1,59,5,00,1,12,2,27509
G61-60501-1122-27510,6,1,60,5,01,1,12,2,27510
G61-61502-1122-27511,6,1,61,5,02,1,12,2,27511
G61-62503-1122-27512,6,1,62,5,03,1,12,2,27512
G61-63504-1122-27513,6,1,63,5,04,1,12,2,27513
G61-64505-1122-27514,6,1,64,5,05,1,12,2,27514
G61-65506-1122-27515,6,1,65,5,06,1,12,2,27515
G61-66507-1122-27516,6,1,66,5,07,1,12,2,27516
G61-67508-1122-27517,6,1,67,5,08,1,12,2,27517
G61-68509-1122-27518,6,1,68,5,09,1,12,2,27518
G61-69510-1122-27519,6,1,69,5,10,1,12,2,27519
G61-70511-1122-27520,6,1,70,5,11,1,12,2,27520
G61-71512-1122-27521,6,1,71,5,12,1,12,2,27521
G61-64600-1122-27522,6,1,64,6,00,1,12,2,27522
G61-65601-1122-27523,6,1,65,6,01,1,12,2,27523
G61-66602-1122-27524,6,1,66,6,02,1,12,2,27524
G61-67603-1122-27525,6,1,67,6,03,1,12,2,27525
G61-68604-1122-27526,6,1,68,6,04,1,12,2,27526
G61-69605-1122-27527,6,1,69,6,05,1,12,2,27527
G61-70606-1122-27528,6,1,70,6,06,1,12,2,27528
G61-71607-1122-27529,6,1,71,6,07,1,12,2,27529
G61-72608-1122-27530,6,1,72,6,08,1,12,2,27530
G61-73609-1122-27531,6,1,73,6,09,1,12,2,27531
G61-74610-1122-27532,6,1,74,6,10,1,12,2,27532
G61-75611-1122-27533,6,1,75,6,11,1,12,2,27533
G61-76612-1122-27534,6,1,76,6,12,1,12,2,27534
G63-40100-1121-26911,6,3,40,1,00,1,12,1,26911
G63-41101-1121-26912,6,3,41,1,01,1,12,1,26912
G63-42102-1121-26913,6,3,42,1,02,1,12,1,26913
G63-43103-1121-26914,6,3,43,1,03,1,12,1,26914
G63-44104-1121-26915,6,3,44,1,04,1,12,1,26915
G63-45105-1121-26916,6,3,45,1,05,1,12,1,26916
G63-46106-1121-26917,6,3,46,1,06,1,12,1,26917
G63-47107-1121-26918,6,3,47,1,07,1,12,1,26918
G63-48108-1121-26919,6,3,48,1,08,1,12,1,26919
G63-49109-1121-26920,6,3,49,1,09,1,12,1,26920
G63-50110-1121-26921,6,3,50,1,10,1,12,1,26921
G63-51111-1121-26922,6,3,51,1,11,1,12,1,26922
G63-52112-1121-26923,6,3,52,1,12,1,12,1,26923
G63-45200-1121-26924,6,3,45,2,00,1,12,1,26924
G63-46201-1121-26925,6,3,46,2,01,1,12,1,26925
G63-47202-1121-26926,6,3,47,2,02,1,12,1,26926
G63-48203-1121-26927,6,3,48,2,03,1,12,1,26927
G63-49204-1121-26928,6,3,49,2,04,1,12,1,26928
G63-50205-1121-26929,6,3,50,2,05,1,12,1,26929
G63-51206-1121-26930,6,3,51,2,06,1,12,1,26930
G63-52207-1121-26931,6,3,52,2,07,1,12,1,26931
G63-53208-1121-26932,6,3,53,2,08,1,12,1,26932
G63-54209-1121-26933,6,3,54,2,09,1,12,1,26933
G63-55210-1121-26934,6,3,55,2,10,1,12,1,26934
G63-56211-1121-26935,6,3,56,2,11,1,12,1,26935
G63-57212-1121-26936,6,3,57,2,12,1,12,1,26936
G63-50300-1121-26937,6,3,50,3,00,1,12,1,26937
G63-51301-1121-26938,6,3,51,3,01,1,12,1,26938
G63-52302-1121-26939,6,3,52,3,02,1,12,1,26939
G63-53303-1121-26940,6,3,53,3,03,1,12,1,26940
G63-54304-1121-26941,6,3,54,3,04,1,12,1,26941
G63-55305-1121-26942,6,3,55,3,05,1,12,1,26942
G63-56306-1121-26943,6,3,56,3,06,1,12,1,26943
G63-57307-1121-26944,6,3,57,3,07,1,12,1,26944
G63-58308-1121-26945,6,3,58,3,08,1,12,1,26945
G63-59309-1121-26946,6,3,59,3,09,1,12,1,26946
G63-60310-1121-26947,6,3,60,3,10,1,12,1,26947
G63-61311-1121-26948,6,3,61,3,11,1,12,1,26948
G63-62312-1121-26949,6,3,62,3,12,1,12,1,26949
G63-55400-1121-26950,6,3,55,4,00,1,12,1,26950
G63-56401-1121-26951,6,3,56,4,01,1,12,1,26951
G63-57402-1121-26952,6,3,57,4,02,1,12,1,26952
G63-58403-1121-26953,6,3,58,4,03,1,12,1,26953
G63-59404-1121-26954,6,3,59,4,04,1,12,1,26954
G63-60405-1121-26955,6,3,60,4,05,1,12,1,26955
G63-61406-1121-26956,6,3,61,4,06,1,12,1,26956
G63-62407-1121-26957,6,3,62,4,07,1,12,1,26957
G63-63408-1121-26958,6,3,63,4,08,1,12,1,26958
G63-64409-1121-26959,6,3,64,4,09,1,12,1,26959
G63-65410-1121-26960,6,3,65,4,10,1,12,1,26960
G63-66411-1121-26961,6,3,66,4,11,1,12,1,26961
G63-67412-1121-26962,6,3,67,4,12,1,12,1,26962
G63-59500-1121-26963,6,3,59,5,00,1,12,1,26963
G63-60501-1121-26964,6,3,60,5,01,1,12,1,26964
G63-61502-1121-26965,6,3,61,5,02,1,12,1,26965
G63-62503-1121-26966,6,3,62,5,03,1,12,1,26966
G63-63504-1121-26967,6,3,63,5,04,1,12,1,26967
G63-64505-1121-26968,6,3,64,5,05,1,12,1,26968
G63-65506-1121-26969,6,3,65,5,06,1,12,1,26969
G63-66507-1121-26970,6,3,66,5,07,1,12,1,26970
G63-67508-1121-26971,6,3,67,5,08,1,12,1,26971
G63-68509-1121-26972,6,3,68,5,09,1,12,1,26972
G63-69510-1121-26973,6,3,69,5,10,1,12,1,26973
G63-70511-1121-26974,6,3,70,5,11,1,12,1,26974
G63-71512-1121-26975,6,3,71,5,12,1,12,1,26975
G63-64600-1121-26976,6,3,64,6,00,1,12,1,26976
G63-65601-1121-26977,6,3,65,6,01,1,12,1,26977
G63-66602-1121-26978,6,3,66,6,02,1,12,1,26978
G63-67603-1121-26979,6,3,67,6,03,1,12,1,26979
G63-68604-1121-26980,6,3,68,6,04,1,12,1,26980
G63-69605-1121-26981,6,3,69,6,05,1,12,1,26981
G63-70606-1121-26982,6,3,70,6,06,1,12,1,26982
G63-71607-1121-26983,6,3,71,6,07,1,12,1,26983
G63-72608-1121-26984,6,3,72,6,08,1,12,1,26984
G63-73609-1121-26985,6,3,73,6,09,1,12,1,26985
G63-74610-1121-26986,6,3,74,6,10,1,12,1,26986
G63-75611-1121-26987,6,3,75,6,11,1,12,1,26987
G63-76612-1121-26988,6,3,76,6,12,1,12,1,26988
G63-40100-1122-27535,6,3,40,1,00,1,12,2,27535
G63-41101-1122-27536,6,3,41,1,01,1,12,2,27536
G63-42102-1122-27537,6,3,42,1,02,1,12,2,27537
G63-43103-1122-27538,6,3,43,1,03,1,12,2,27538
G63-44104-1122-27539,6,3,44,1,04,1,12,2,27539
G63-45105-1122-27540,6,3,45,1,05,1,12,2,27540
G63-46106-1122-27541,6,3,46,1,06,1,12,2,27541
G63-47107-1122-27542,6,3,47,1,07,1,12,2,27542
G63-48108-1122-27543,6,3,48,1,08,1,12,2,27543
G63-49109-1122-27544,6,3,49,1,09,1,12,2,27544
G63-50110-1122-27545,6,3,50,1,10,1,12,2,27545
G63-51111-1122-27546,6,3,51,1,11,1,12,2,27546
G63-52112-1122-27547,6,3,52,1,12,1,12,2,27547
G63-45200-1122-27548,6,3,45,2,00,1,12,2,27548
G63-46201-1122-27549,6,3,46,2,01,1,12,2,27549
G63-47202-1122-27550,6,3,47,2,02,1,12,2,27550
G63-48203-1122-27551,6,3,48,2,03,1,12,2,27551
G63-49204-1122-27552,6,3,49,2,04,1,12,2,27552
G63-50205-1122-27553,6,3,50,2,05,1,12,2,27553
G63-51206-1122-27554,6,3,51,2,06,1,12,2,27554
G63-52207-1122-27555,6,3,52,2,07,1,12,2,27555
G63-53208-1122-27556,6,3,53,2,08,1,12,2,27556
G63-54209-1122-27557,6,3,54,2,09,1,12,2,27557
G63-55210-1122-27558,6,3,55,2,10,1,12,2,27558
G63-56211-1122-27559,6,3,56,2,11,1,12,2,27559
G63-57212-1122-27560,6,3,57,2,12,1,12,2,27560
G63-50300-1122-27561,6,3,50,3,00,1,12,2,27561
G63-51301-1122-27562,6,3,51,3,01,1,12,2,27562
G63-52302-1122-27563,6,3,52,3,02,1,12,2,27563
G63-53303-1122-27564,6,3,53,3,03,1,12,2,27564
G63-54304-1122-27565,6,3,54,3,04,1,12,2,27565
G63-55305-1122-27566,6,3,55,3,05,1,12,2,27566
G63-56306-1122-27567,6,3,56,3,06,1,12,2,27567
G63-57307-1122-27568,6,3,57,3,07,1,12,2,27568
G63-58308-1122-27569,6,3,58,3,08,1,12,2,27569
G63-59309-1122-27570,6,3,59,3,09,1,12,2,27570
G63-60310-1122-27571,6,3,60,3,10,1,12,2,27571
G63-61311-1122-27572,6,3,61,3,11,1,12,2,27572
G63-62312-1122-27573,6,3,62,3,12,1,12,2,27573
G63-55400-1122-27574,6,3,55,4,00,1,12,2,27574
G63-56401-1122-27575,6,3,56,4,01,1,12,2,27575
G63-57402-1122-27576,6,3,57,4,02,1,12,2,27576
G63-58403-1122-27577,6,3,58,4,03,1,12,2,27577
G63-59404-1122-27578,6,3,59,4,04,1,12,2,27578
G63-60405-1122-27579,6,3,60,4,05,1,12,2,27579
G63-61406-1122-27580,6,3,61,4,06,1,12,2,27580
G63-62407-1122-27581,6,3,62,4,07,1,12,2,27581
G63-63408-1122-27582,6,3,63,4,08,1,12,2,27582
G63-64409-1122-27583,6,3,64,4,09,1,12,2,27583
G63-65410-1122-27584,6,3,65,4,10,1,12,2,27584
G63-66411-1122-27585,6,3,66,4,11,1,12,2,27585
G63-67412-1122-27586,6,3,67,4,12,1,12,2,27586
G63-59500-1122-27587,6,3,59,5,00,1,12,2,27587
G63-60501-1122-27588,6,3,60,5,01,1,12,2,27588
G63-61502-1122-27589,6,3,61,5,02,1,12,2,27589
G63-62503-1122-27590,6,3,62,5,03,1,12,2,27590
G63-63504-1122-27591,6,3,63,5,04,1,12,2,27591
G63-64505-1122-27592,6,3,64,5,05,1,12,2,27592
G63-65506-1122-27593,6,3,65,5,06,1,12,2,27593
G63-66507-1122-27594,6,3,66,5,07,1,12,2,27594
G63-67508-1122-27595,6,3,67,5,08,1,12,2,27595
G63-68509-1122-27596,6,3,68,5,09,1,12,2,27596
G63-69510-1122-27597,6,3,69,5,10,1,12,2,27597
G63-70511-1122-27598,6,3,70,5,11,1,12,2,27598
G63-71512-1122-27599,6,3,71,5,12,1,12,2,27599
G63-64600-1122-27600,6,3,64,6,00,1,12,2,27600
G63-65601-1122-27601,6,3,65,6,01,1,12,2,27601
G63-66602-1122-27602,6,3,66,6,02,1,12,2,27602
G63-67603-1122-27603,6,3,67,6,03,1,12,2,27603
G63-68604-1122-27604,6,3,68,6,04,1,12,2,27604
G63-69605-1122-27605,6,3,69,6,05,1,12,2,27605
G63-70606-1122-27606,6,3,70,6,06,1,12,2,27606
G63-71607-1122-27607,6,3,71,6,07,1,12,2,27607
G63-72608-1122-27608,6,3,72,6,08,1,12,2,27608
G63-73609-1122-27609,6,3,73,6,09,1,12,2,27609
G63-74610-1122-27610,6,3,74,6,10,1,12,2,27610
G63-75611-1122-27611,6,3,75,6,11,1,12,2,27611
G63-76612-1122-27612,6,3,76,6,12,1,12,2,27612
G71-40100-1121-26989,7,1,40,1,00,1,12,1,26989
G71-41101-1121-26990,7,1,41,1,01,1,12,1,26990
G71-42102-1121-26991,7,1,42,1,02,1,12,1,26991
G71-43103-1121-26992,7,1,43,1,03,1,12,1,26992
G71-44104-1121-26993,7,1,44,1,04,1,12,1,26993
G71-45105-1121-26994,7,1,45,1,05,1,12,1,26994
G71-46106-1121-26995,7,1,46,1,06,1,12,1,26995
G71-47107-1121-26996,7,1,47,1,07,1,12,1,26996
G71-48108-1121-26997,7,1,48,1,08,1,12,1,26997
G71-49109-1121-26998,7,1,49,1,09,1,12,1,26998
G71-50110-1121-26999,7,1,50,1,10,1,12,1,26999
G71-51111-1121-27000,7,1,51,1,11,1,12,1,27000
G71-52112-1121-27001,7,1,52,1,12,1,12,1,27001
G71-45200-1121-27002,7,1,45,2,00,1,12,1,27002
G71-46201-1121-27003,7,1,46,2,01,1,12,1,27003
G71-47202-1121-27004,7,1,47,2,02,1,12,1,27004
G71-48203-1121-27005,7,1,48,2,03,1,12,1,27005
G71-49204-1121-27006,7,1,49,2,04,1,12,1,27006
G71-50205-1121-27007,7,1,50,2,05,1,12,1,27007
G71-51206-1121-27008,7,1,51,2,06,1,12,1,27008
G71-52207-1121-27009,7,1,52,2,07,1,12,1,27009
G71-53208-1121-27010,7,1,53,2,08,1,12,1,27010
G71-54209-1121-27011,7,1,54,2,09,1,12,1,27011
G71-55210-1121-27012,7,1,55,2,10,1,12,1,27012
G71-56211-1121-27013,7,1,56,2,11,1,12,1,27013
G71-57212-1121-27014,7,1,57,2,12,1,12,1,27014
G71-50300-1121-27015,7,1,50,3,00,1,12,1,27015
G71-51301-1121-27016,7,1,51,3,01,1,12,1,27016
G71-52302-1121-27017,7,1,52,3,02,1,12,1,27017
G71-53303-1121-27018,7,1,53,3,03,1,12,1,27018
G71-54304-1121-27019,7,1,54,3,04,1,12,1,27019
G71-55305-1121-27020,7,1,55,3,05,1,12,1,27020
G71-56306-1121-27021,7,1,56,3,06,1,12,1,27021
G71-57307-1121-27022,7,1,57,3,07,1,12,1,27022
G71-58308-1121-27023,7,1,58,3,08,1,12,1,27023
G71-59309-1121-27024,7,1,59,3,09,1,12,1,27024
G71-60310-1121-27025,7,1,60,3,10,1,12,1,27025
G71-61311-1121-27026,7,1,61,3,11,1,12,1,27026
G71-62312-1121-27027,7,1,62,3,12,1,12,1,27027
G71-55400-1121-27028,7,1,55,4,00,1,12,1,27028
G71-56401-1121-27029,7,1,56,4,01,1,12,1,27029
G71-57402-1121-27030,7,1,57,4,02,1,12,1,27030
G71-58403-1121-27031,7,1,58,4,03,1,12,1,27031
G71-59404-1121-27032,7,1,59,4,04,1,12,1,27032
G71-60405-1121-27033,7,1,60,4,05,1,12,1,27033
G71-61406-1121-27034,7,1,61,4,06,1,12,1,27034
G71-62407-1121-27035,7,1,62,4,07,1,12,1,27035
G71-63408-1121-27036,7,1,63,4,08,1,12,1,27036
G71-64409-1121-27037,7,1,64,4,09,1,12,1,27037
G71-65410-1121-27038,7,1,65,4,10,1,12,1,27038
G71-66411-1121-27039,7,1,66,4,11,1,12,1,27039
G71-67412-1121-27040,7,1,67,4,12,1,12,1,27040
G71-59500-1121-27041,7,1,59,5,00,1,12,1,27041
G71-60501-1121-27042,7,1,60,5,01,1,12,1,27042
G71-61502-1121-27043,7,1,61,5,02,1,12,1,27043
G71-62503-1121-27044,7,1,62,5,03,1,12,1,27044
G71-63504-1121-27045,7,1,63,5,04,1,12,1,27045
G71-64505-1121-27046,7,1,64,5,05,1,12,1,27046
G71-65506-1121-27047,7,1,65,5,06,1,12,1,27047
G71-66507-1121-27048,7,1,66,5,07,1,12,1,27048
G71-67508-1121-27049,7,1,67,5,08,1,12,1,27049
G71-68509-1121-27050,7,1,68,5,09,1,12,1,27050
G71-69510-1121-27051,7,1,69,5,10,1,12,1,27051
G71-70511-1121-27052,7,1,70,5,11,1,12,1,27052
G71-71512-1121-27053,7,1,71,5,12,1,12,1,27053
G71-64600-1121-27054,7,1,64,6,00,1,12,1,27054
G71-65601-1121-27055,7,1,65,6,01,1,12,1,27055
G71-66602-1121-27056,7,1,66,6,02,1,12,1,27056
G71-67603-1121-27057,7,1,67,6,03,1,12,1,27057
G71-68604-1121-27058,7,1,68,6,04,1,12,1,27058
G71-69605-1121-27059,7,1,69,6,05,1,12,1,27059
G71-70606-1121-27060,7,1,70,6,06,1,12,1,27060
G71-71607-1121-27061,7,1,71,6,07,1,12,1,27061
G71-72608-1121-27062,7,1,72,6,08,1,12,1,27062
G71-73609-1121-27063,7,1,73,6,09,1,12,1,27063
G71-74610-1121-27064,7,1,74,6,10,1,12,1,27064
G71-75611-1121-27065,7,1,75,6,11,1,12,1,27065
G71-76612-1121-27066,7,1,76,6,12,1,12,1,27066
G71-40100-1122-27613,7,1,40,1,00,1,12,2,27613
G71-41101-1122-27614,7,1,41,1,01,1,12,2,27614
G71-42102-1122-27615,7,1,42,1,02,1,12,2,27615
G71-43103-1122-27616,7,1,43,1,03,1,12,2,27616
G71-44104-1122-27617,7,1,44,1,04,1,12,2,27617
G71-45105-1122-27618,7,1,45,1,05,1,12,2,27618
G71-46106-1122-27619,7,1,46,1,06,1,12,2,27619
G71-47107-1122-27620,7,1,47,1,07,1,12,2,27620
G71-48108-1122-27621,7,1,48,1,08,1,12,2,27621
G71-49109-1122-27622,7,1,49,1,09,1,12,2,27622
G71-50110-1122-27623,7,1,50,1,10,1,12,2,27623
G71-51111-1122-27624,7,1,51,1,11,1,12,2,27624
G71-52112-1122-27625,7,1,52,1,12,1,12,2,27625
G71-45200-1122-27626,7,1,45,2,00,1,12,2,27626
G71-46201-1122-27627,7,1,46,2,01,1,12,2,27627
G71-47202-1122-27628,7,1,47,2,02,1,12,2,27628
G71-48203-1122-27629,7,1,48,2,03,1,12,2,27629
G71-49204-1122-27630,7,1,49,2,04,1,12,2,27630
G71-50205-1122-27631,7,1,50,2,05,1,12,2,27631
G71-51206-1122-27632,7,1,51,2,06,1,12,2,27632
G71-52207-1122-27633,7,1,52,2,07,1,12,2,27633
G71-53208-1122-27634,7,1,53,2,08,1,12,2,27634
G71-54209-1122-27635,7,1,54,2,09,1,12,2,27635
G71-55210-1122-27636,7,1,55,2,10,1,12,2,27636
G71-56211-1122-27637,7,1,56,2,11,1,12,2,27637
G71-57212-1122-27638,7,1,57,2,12,1,12,2,27638
G71-50300-1122-27639,7,1,50,3,00,1,12,2,27639
G71-51301-1122-27640,7,1,51,3,01,1,12,2,27640
G71-52302-1122-27641,7,1,52,3,02,1,12,2,27641
G71-53303-1122-27642,7,1,53,3,03,1,12,2,27642
G71-54304-1122-27643,7,1,54,3,04,1,12,2,27643
G71-55305-1122-27644,7,1,55,3,05,1,12,2,27644
G71-56306-1122-27645,7,1,56,3,06,1,12,2,27645
G71-57307-1122-27646,7,1,57,3,07,1,12,2,27646
G71-58308-1122-27647,7,1,58,3,08,1,12,2,27647
G71-59309-1122-27648,7,1,59,3,09,1,12,2,27648
G71-60310-1122-27649,7,1,60,3,10,1,12,2,27649
G71-61311-1122-27650,7,1,61,3,11,1,12,2,27650
G71-62312-1122-27651,7,1,62,3,12,1,12,2,27651
G71-55400-1122-27652,7,1,55,4,00,1,12,2,27652
G71-56401-1122-27653,7,1,56,4,01,1,12,2,27653
G71-57402-1122-27654,7,1,57,4,02,1,12,2,27654
G71-58403-1122-27655,7,1,58,4,03,1,12,2,27655
G71-59404-1122-27656,7,1,59,4,04,1,12,2,27656
G71-60405-1122-27657,7,1,60,4,05,1,12,2,27657
G71-61406-1122-27658,7,1,61,4,06,1,12,2,27658
G71-62407-1122-27659,7,1,62,4,07,1,12,2,27659
G71-63408-1122-27660,7,1,63,4,08,1,12,2,27660
G71-64409-1122-27661,7,1,64,4,09,1,12,2,27661
G71-65410-1122-27662,7,1,65,4,10,1,12,2,27662
G71-66411-1122-27663,7,1,66,4,11,1,12,2,27663
G71-67412-1122-27664,7,1,67,4,12,1,12,2,27664
G71-59500-1122-27665,7,1,59,5,00,1,12,2,27665
G71-60501-1122-27666,7,1,60,5,01,1,12,2,27666
G71-61502-1122-27667,7,1,61,5,02,1,12,2,27667
G71-62503-1122-27668,7,1,62,5,03,1,12,2,27668
